slug	source_id	source_type	url	title_zh	audited_date	precision	verification_status	evidence_locator	accessed_at	note
huang-xueqin-wang-jianbing	hxw-s2	human-rights-organization press-freedom-sentence-report	https://rsf.org/en/journalist-who-sparked-metoo-movement-china-sentenced-5-years-subversion	RSF, Journalist who sparked #MeToo movement in China sentenced to 5 years	2024-06-14	day	VERIFIED_SOURCE_DATE	https://rsf.org/en/journalist-who-sparked-metoo-movement-china-sentenced-5-years-subversion | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
huang-xueqin-wang-jianbing	hxw-s3	human-rights-organization appeal-case-history	https://www.frontlinedefenders.org/en/case/huang-xueqins-and-wang-jianbings-appeal-rejected-without-due-process	Front Line Defenders, Huang Xueqin’s and Wang Jianbing’s appeal rejected without due process	2024-09-17	day	VERIFIED_SOURCE_DATE	https://www.frontlinedefenders.org/en/case/huang-xueqins-and-wang-jianbings-appeal-rejected-without-due-process | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
huang-xueqin-wang-jianbing	hxw-s4	human-rights-organization urgent-action	https://www.amnestyusa.org/urgent-actions/urgent-action-two-activists-faced-unjust-conviction-china-second-ua-44-22/	Amnesty USA, Two activists faced unjust conviction	2024-09-17	day	MANUAL_REVIEW_REQUIRED	https://www.amnestyusa.org/urgent-actions/urgent-action-two-activists-faced-unjust-conviction-china-second-ua-44-22/ | publication marker, document metadata, or bibliographic record	2026-07-15	HTTP 403 during the final direct-link audit
jiang-tianyong	s1	human-rights-organization disappearance-case-report	https://www.hrw.org/news/2016/12/17/china-three-activists-feared-disappeared	Human Rights Watch — 中國：三名活動人士擔心“失蹤”	2016-12-17	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2016/12/17/china-three-activists-feared-disappeared | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
jiang-tianyong	s2	state-media official-court-account	https://www.chinadaily.com.cn/a/201711/22/WS5a276418a3107865316d2f06.html	中國日報：長沙中院判處江天勇兩年徒刑	2017-11-22	day	VERIFIED_SOURCE_DATE	https://www.chinadaily.com.cn/a/201711/22/WS5a276418a3107865316d2f06.html | publication marker, document metadata, or bibliographic record	2026-07-15	China Daily page is dated 2017-11-22 and identifies Changsha Intermediate People's Court
jiang-tianyong	s3	human-rights-organization trial-observation	https://www.hrw.org/news/2017/08/22/cynical-court-performance-china	Human Rights Watch — 中國憤世嫉俗的法庭“表演”	2017-08-22	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2017/08/22/cynical-court-performance-china | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
jiang-tianyong	s4	human-rights-organization post-release-health-alert	https://www.amnesty.org/zh-hans/documents/asa17/0408/2019/en/	Amnesty International — 持續監控影響律師江天勇的健康	2019-05-21	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/zh-hans/documents/asa17/0408/2019/en/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
li-wenliang	s1	independent-media contemporaneous-profile	https://www.theguardian.com/world/2020/feb/06/li-wenliang-coronavirus-whistleblower-doctor-profile	衛報：新冠疫情吹哨人李文亮醫生	2020-02-06	day	VERIFIED_SOURCE_DATE	https://www.theguardian.com/world/2020/feb/06/li-wenliang-coronavirus-whistleblower-doctor-profile | publication marker, document metadata, or bibliographic record	2026-07-15	Guardian first-publication marker is 2020-02-06
li-wenliang	s2	law-enforcement-public-record	https://www.wuhan.gov.cn/zwgk/xxgk/ztzl/fkxxgzbdgrfyyq/fkxxgzbd/202001/t20200103_304658.html	Wuhan Public Security Bureau — 對李文亮發出警告通知	2020-01-03	day	VERIFIED_SOURCE_DATE	https://www.wuhan.gov.cn/zwgk/xxgk/ztzl/fkxxgzbdgrfyyq/fkxxgzbd/202001/t20200103_304658.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
li-wenliang	s3	independent-media retrospective-report	https://www.theguardian.com/world/2020/sep/09/anger-china-doctor-li-wenliang-died-covid-19-omitted-citizen-awards	衛報：李文亮之死、言論自由訴求與「不應只有一種聲音」	2020-09-09	day	VERIFIED_SOURCE_DATE	https://www.theguardian.com/world/2020/sep/09/anger-china-doctor-li-wenliang-died-covid-19-omitted-citizen-awards | publication marker, document metadata, or bibliographic record	2026-07-15	Guardian first-publication marker is 2020-09-09
li-wenliang	s4	institutional-public	https://www.ccdi.gov.cn/toutiaon/202003/t20200319_213557.html	National Supervisory Commission — 關於李文亮問題的調查報告	2020-03-19	day	MANUAL_REVIEW_REQUIRED	https://www.ccdi.gov.cn/toutiaon/202003/t20200319_213557.html | publication marker, document metadata, or bibliographic record	2026-07-15	HTTP 302 response requires manual confirmation of the final target
li-zehua	lz-s1	human-rights-organization first-person-retrospective	https://cpj.org/2023/03/chinese-journalist-held-for-reporting-on-wuhan-covid-outbreak-wishes-hed-done-more/	CPJ, Chinese journalist held for reporting on Wuhan COVID outbreak wishes he’d done more	2023-03-09	day	VERIFIED_SOURCE_DATE	https://cpj.org/2023/03/chinese-journalist-held-for-reporting-on-wuhan-covid-outbreak-wishes-hed-done-more/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
li-zehua	lz-s2	human-rights-organization press-freedom-case-alert	https://cpj.org/2020/04/chinese-journalist-li-zehua-missing-in-wuhan-since/	CPJ, Chinese journalist Li Zehua missing in Wuhan since late February	2020-04-15	day	VERIFIED_SOURCE_DATE	https://cpj.org/2020/04/chinese-journalist-li-zehua-missing-in-wuhan-since/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
li-zehua	lz-s3	human-rights-organization disappearance-case-analysis	https://safeguarddefenders.com/en/blog/disappearance-mysterious-return-li-zehua	Safeguard Defenders, The disappearance & mysterious return of Li Zehua	2020-04-22	day	VERIFIED_SOURCE_DATE	https://safeguarddefenders.com/en/blog/disappearance-mysterious-return-li-zehua | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
li-zehua	lz-s4	overseas-media reappearance-report	https://www.theguardian.com/world/2020/apr/22/missing-wuhan-citizen-journalist-reappears-after-two-months	The Guardian, Missing Wuhan citizen journalist reappears after two months	2020-04-22	day	VERIFIED_SOURCE_DATE	https://www.theguardian.com/world/2020/apr/22/missing-wuhan-citizen-journalist-reappears-after-two-months | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
liu-xia	s1	human-rights-organization detention-campaign-report	https://www.amnesty.org/en/latest/news/2011/10/china-should-release-jailed-nobel-peace-laureate-liu-xiaobo-and-wife/	Amnesty：要求釋放劉曉波並解除對劉霞的限制	2011-10-05	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/latest/news/2011/10/china-should-release-jailed-nobel-peace-laureate-liu-xiaobo-and-wife/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
liu-xia	s2	human-rights-organization media-monitor-bulletin	https://freedomhouse.org/sites/default/files/84_040413.pdf	Freedom House：中國媒體公報，第84期（2013年4月）	2013-04-04	day	VERIFIED_SOURCE_DATE	https://freedomhouse.org/sites/default/files/84_040413.pdf | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
liu-xia	s3	human-rights-organization urgent-action	https://www.amnesty.org/es/wp-content/uploads/2021/05/ASA1783612018ENGLISH.pdf	Amnesty：遭非法軟禁的詩人劉霞亟需自由與治療	2018-05-08	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/es/wp-content/uploads/2021/05/ASA1783612018ENGLISH.pdf | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
liu-xia	s4	overseas-media departure-report	https://time.com/5334264/liu-xia-liu-xiaobo-china-house-arrest-berlin/	Time：劉霞在八年軟禁後離開中國	2018-07-10	day	VERIFIED_SOURCE_DATE	https://time.com/5334264/liu-xia-liu-xiaobo-china-house-arrest-berlin/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
liu-xia	s5	human-rights-organization release-case-report	https://www.hrw.org/news/2018/07/10/china-nobel-laureates-widow-released	Human Rights Watch：劉霞獲准離開中國	2018-07-10	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2018/07/10/china-nobel-laureates-widow-released | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
ningbo-xiaoluoxi-medical-case	nxl-s1	institutional-public	https://news.cctv.cn/2026/02/05/ARTIcysMl314qqIjcVmUXyrp260205.shtml	CCTV：寧波官方調查結果與處理通報	2026-02-05	day	VERIFIED_SOURCE_DATE	https://news.cctv.cn/2026/02/05/ARTIcysMl314qqIjcVmUXyrp260205.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
ningbo-xiaoluoxi-medical-case	nxl-s2	independent-media	https://www.nbd.com.cn/articles/2025-12-22/4190581.html	每日經濟新聞：醫療糾紛與鑒定程序	2025-12-22	day	VERIFIED_SOURCE_DATE	https://www.nbd.com.cn/articles/2025-12-22/4190581.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
ningbo-xiaoluoxi-medical-case	nxl-s3	family-material overseas-media	https://ruibao.news/ningbo-xiaoluoxi-family-latest-video/	銳報：家屬視頻與方橋派出所轉述	2026-06-19	day	VERIFIED_SOURCE_DATE	https://ruibao.news/ningbo-xiaoluoxi-family-latest-video/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
ningbo-xiaoluoxi-medical-case	nxl-s4	overseas-media	https://www.ntdtv.com/gb/2026/06/17/a104106823.html	新唐人：參與者說法及聲援者處置報道	2026-06-17	day	VERIFIED_SOURCE_DATE	https://www.ntdtv.com/gb/2026/06/17/a104106823.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
niu-tengyu	ntg-s1	overseas-media	https://www.rfa.org/english/news/china/family-01272021143721.html	Radio Free Asia, Court in China’s Guangdong Jails 24 Over Posts on Xi Jinping’s Family	2021-01-27	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/family-01272021143721.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
niu-tengyu	ntg-s2	overseas-media	https://www.rfa.org/english/news/china/release-12122023102956.html	Radio Free Asia, Calls grow for release of man tortured for doxxing Xi’s daughter	2023-12-12	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/release-12122023102956.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
niu-tengyu	ntg-s3	human-rights-organization	https://www.nchrd.org/2024/04/chinese-dissidents-and-their-families-are-under-constant-harassment/	CHRD, Chinese dissidents and their families are under constant harassment	2024-04-15	day	VERIFIED_SOURCE_DATE	https://www.nchrd.org/2024/04/chinese-dissidents-and-their-families-are-under-constant-harassment/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
niu-tengyu	ntg-s4	independent-media	https://chinachange.org/2021/02/03/24-members-of-a-subculture-website-sentenced-the-main-culprit-gets-14-years-in-prison/	China Change, 24 Members of a Subculture Website Sentenced	2021-02-03	day	VERIFIED_SOURCE_DATE	https://chinachange.org/2021/02/03/24-members-of-a-subculture-website-sentenced-the-main-culprit-gets-14-years-in-prison/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
peng-zaizhou	s1	overseas-media contemporaneous-wire-report	https://www.reuters.com/world/china/china-censors-online-discussion-banner-protest-beijing-2022-10-14/	Reuters — 中國審查北京橫幅抗議的網路討論	2022-10-14	day	MANUAL_REVIEW_REQUIRED	https://www.reuters.com/world/china/china-censors-online-discussion-banner-protest-beijing-2022-10-14/ | publication marker, document metadata, or bibliographic record	2026-07-15	HTTP 401 during the final direct-link audit
peng-zaizhou	s2	human-rights-organization annual-rights-report	https://www.amnesty.org/en/wp-content/uploads/2023/04/POL1056702023ENGLISH.pdf	Amnesty International — 世界人權狀況：國際特赦組織 2022/23 年度報告	2023-03-27	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/wp-content/uploads/2023/04/POL1056702023ENGLISH.pdf | publication marker, document metadata, or bibliographic record	2026-07-15	Amnesty source publication marker is 2023-03-27
peng-zaizhou	s3	human-rights-organization sentencing-case-dossier	https://www.nchrd.org/2025/07/chinese-dissidents-peng-lifa-beijings-banner-man-sentenced-to-nine-years-in-prison/	Chinese Human Rights Defenders — 中國異議人士、北京旗人彭利發被判九年徒刑	2025-07-08	day	VERIFIED_SOURCE_DATE	https://www.nchrd.org/2025/07/chinese-dissidents-peng-lifa-beijings-banner-man-sentenced-to-nine-years-in-prison/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
press-freedom-2026	pf-s1	human-rights-organization press-freedom-index	https://rsf.org/en/2026-rsf-index-press-freedom-25-year-low	Reporters Without Borders, 2026 World Press Freedom Index	2026-04-30	day	VERIFIED_SOURCE_DATE	https://rsf.org/en/2026-rsf-index-press-freedom-25-year-low | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
press-freedom-2026	pf-s2	human-rights-organization regional-index-analysis	https://rsf.org/en/classement-mondial-2026-par-r%C3%A9gions-une-d%C3%A9gradation-de-la-libert%C3%A9-de-la-presse-dans-100-pays-sur	Reporters Without Borders, 2026 Index by region	2026-04-30	day	VERIFIED_SOURCE_DATE	https://rsf.org/en/classement-mondial-2026-par-r%C3%A9gions-une-d%C3%A9gradation-de-la-libert%C3%A9-de-la-presse-dans-100-pays-sur | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
press-freedom-2026	pf-s3	human-rights-organization country-monitor	https://rsf.org/en/country/china	Reporters Without Borders, China country page	UNDATED	none	UNDATED_CONFIRMED	https://rsf.org/en/country/china | publication marker, document metadata, or bibliographic record	2026-07-15	Dynamic landing/archive page exposes no stable publication date; no date was inferred
press-freedom-2026	pf-s4	human-rights-organization journalist-prison-census	https://cpj.org/special-reports/2025-journalist-jailings-remain-stubbornly-high-harsh-prison-conditions-pervasive/	Committee to Protect Journalists, 2025 prison census	2026-01-21	day	VERIFIED_SOURCE_DATE	https://cpj.org/special-reports/2025-journalist-jailings-remain-stubbornly-high-harsh-prison-conditions-pervasive/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
press-freedom-2026	pf-s5	human-rights-organization annual-detention-update	https://cpj.org/2026/01/journalist-jailings-imperil-a-free-press-worldwide-amid-reports-of-life-threatening-prison-conditions-cpj/	Committee to Protect Journalists, 2026 release on journalist jailings	2026-01-21	day	VERIFIED_SOURCE_DATE	https://cpj.org/2026/01/journalist-jailings-imperil-a-free-press-worldwide-amid-reports-of-life-threatening-prison-conditions-cpj/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
press-freedom-2026	pf-s6	human-rights-organization verdict-case-report	https://www.hrw.org/news/2025/12/15/hong-kong-jimmy-lai-convicted-on-bogus-national-security-charges	Human Rights Watch, Jimmy Lai Convicted on National Security Charges	2025-12-15	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2025/12/15/hong-kong-jimmy-lai-convicted-on-bogus-national-security-charges | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
press-freedom-2026	pf-s7	human-rights-organization sentence-case-report	https://www.hrw.org/news/2026/02/09/hong-kong-publisher-jimmy-lai-sentenced-to-20-years	Human Rights Watch, Hong Kong: Publisher Jimmy Lai Sentenced to 20 Years	2026-02-09	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2026/02/09/hong-kong-publisher-jimmy-lai-sentenced-to-20-years | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
pucheng-student-death-protest	psd-s1	independent-media	https://www.abc.net.au/news/104808884	澳洲廣播公司轉載路透：學生死亡後蒲城抗議者與警方衝突	2025-01-12	day	MANUAL_REVIEW_REQUIRED	https://www.abc.net.au/news/104808884 | publication marker, document metadata, or bibliographic record	2026-07-15	HTTP 308 response requires manual confirmation of the final target
pucheng-student-death-protest	psd-s2	overseas-media	https://www.rfa.org/english/china/2025/01/07/china-shaanxi-vocational-student-death-protests/	自由亞洲電臺：學生死亡與抗議報道	2025-01-07	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/china/2025/01/07/china-shaanxi-vocational-student-death-protests/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
pucheng-student-death-protest	psd-s3	official-statement state-media	https://news.cctv.com/2025/01/06/ARTIgWnNn57ZYW0QCpICeq6Q250106.shtml	央視網：蒲城聯合調查組情況通報	2025-01-06	day	VERIFIED_SOURCE_DATE	https://news.cctv.com/2025/01/06/ARTIgWnNn57ZYW0QCpICeq6Q250106.shtml | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
shanghai-lockdown	s1	institutional-public	https://www.shanghai.gov.cn/nw12344/20220328/4f6536126eb044d9bc7bde23b6270b92.html	上海市政府：分區分批封控與交通、就醫、生活保障問答	2022-03-28	day	VERIFIED_SOURCE_DATE	https://www.shanghai.gov.cn/nw12344/20220328/4f6536126eb044d9bc7bde23b6270b92.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
shanghai-lockdown	s2	human-rights-organization	https://www.amnesty.org/zh-hans/latest/research/2023/03/anuual-report-22-china/	Amnesty International — 中國：2022/23年度報告	2023-03-28	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/zh-hans/latest/research/2023/03/anuual-report-22-china/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
shanghai-lockdown	s3	human-rights-organization	https://www.hrw.org/news/2022/04/06/china-treatment-non-covid-illnesses-denied	Human Rights Watch — 中國：非新冠疾病的治療被拒絕	2022-04-06	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2022/04/06/china-treatment-non-covid-illnesses-denied | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
shanghai-lockdown	s4	institutional-public official-restoration-plan	https://www.shanghai.gov.cn/nw48088/20220517/6cc5b9b11b99408db1a26edc99797724.html	上海市政府：分三階段恢復正常生產生活秩序	2022-05-17	day	VERIFIED_SOURCE_DATE	https://www.shanghai.gov.cn/nw48088/20220517/6cc5b9b11b99408db1a26edc99797724.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
shanghai-lockdown	s5	human-rights-organization	https://www.amnesty.org/ru/wp-content/uploads/2023/01/ASA1763572023ENGLISH.pdf	Amnesty International — 中國：向聯合國經濟、社會和文化權利委員會提交的資料	2023-01-17	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/ru/wp-content/uploads/2023/01/ASA1763572023ENGLISH.pdf | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
terminus2049-chen-mei-cai-wei	tm-s1	human-rights-organization	https://www.frontlinedefenders.org/en/case/cai-wei-and-chen-mei-sentenced-released-time-served-1	Front Line Defenders, Cai Wei and Chen Mei sentenced and released for time served	2021-08-16	day	VERIFIED_SOURCE_DATE	https://www.frontlinedefenders.org/en/case/cai-wei-and-chen-mei-sentenced-released-time-served-1 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
terminus2049-chen-mei-cai-wei	tm-s2	human-rights-organization	https://www.hrw.org/news/2020/04/27/china-free-covid-19-activists-citizen-journalists	Human Rights Watch, China: Free Covid-19 Activists, Citizen Journalists	2020-04-27	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2020/04/27/china-free-covid-19-activists-citizen-journalists | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
terminus2049-chen-mei-cai-wei	tm-s3	overseas-media	https://www.rfa.org/english/news/china/banned-08182021133234.html	Radio Free Asia, Researchers Jailed Over Github Stash of Pandemic Content Banned in China	2021-08-18	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/english/news/china/banned-08182021133234.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
terminus2049-chen-mei-cai-wei	tm-s4	civilian-record	https://github.com/Terminus2049	GitHub, Terminus2049 project archive	UNDATED	none	UNDATED_CONFIRMED	https://github.com/Terminus2049 | publication marker, document metadata, or bibliographic record	2026-07-15	Dynamic landing/archive page exposes no stable publication date; no date was inferred
transnational-repression-2026	tr-s1	institutional-public	https://www.cecc.gov/publications/commission-analysis/report-prcs-transnational-repression-and-malign-influence-2025	CECC, Report on the PRC’s Transnational Repression and Malign Influence in 2025	2026-06-04	day	VERIFIED_SOURCE_DATE	https://www.cecc.gov/publications/commission-analysis/report-prcs-transnational-repression-and-malign-influence-2025 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s2	law-enforcement-record	https://www.justice.gov/archives/opa/pr/two-arrested-operating-illegal-overseas-police-station-chinese-government	U.S. DOJ, Two Arrested for Operating Illegal Overseas Police Station	2023-04-17	day	VERIFIED_SOURCE_DATE	https://www.justice.gov/archives/opa/pr/two-arrested-operating-illegal-overseas-police-station-chinese-government | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s3	institutional-public	https://www.gov.uk/government/news/uk-holds-china-state-affiliated-organisations-and-individuals-responsible-for-malicious-cyber-activity	UK Government, China state-affiliated malicious cyber activity attribution	2024-03-25	day	VERIFIED_SOURCE_DATE	https://www.gov.uk/government/news/uk-holds-china-state-affiliated-organisations-and-individuals-responsible-for-malicious-cyber-activity | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s4	human-rights-organization	https://www.amnesty.org/en/latest/news/2024/05/china-overseas-students-face-harassment-and-surveillance-in-campaign-of-transnational-repression/	Amnesty International, China: Overseas students face harassment and surveillance	2024-05-13	day	VERIFIED_SOURCE_DATE	https://www.amnesty.org/en/latest/news/2024/05/china-overseas-students-face-harassment-and-surveillance-in-campaign-of-transnational-repression/ | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s5	independent-media	https://www.icij.org/investigations/china-targets/about-china-targets-investigation	ICIJ, About the China Targets investigation	2025-04-28	day	VERIFIED_SOURCE_DATE	https://www.icij.org/investigations/china-targets/about-china-targets-investigation | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s6	human-rights-organization	https://freedomhouse.org/report/special-report/2026/collaboration-and-resistance-tracking-transnational-repression-2025	Freedom House, Collaboration and Resistance: Tracking Transnational Repression in 2025	2026-04-16	day	VERIFIED_SOURCE_DATE	https://freedomhouse.org/report/special-report/2026/collaboration-and-resistance-tracking-transnational-repression-2025 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s7	human-rights-organization	https://www.hrw.org/news/2026/03/18/chinas-repression-still-haunts-uyghur-exiles	Human Rights Watch, China’s Repression Still Haunts Uyghur Exiles	2026-03-18	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2026/03/18/chinas-repression-still-haunts-uyghur-exiles | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s8	institutional-public	https://www.gov.uk/government/news/g7-rapid-response-mechanism-rrm-statement-on-hong-kong-arrest-warrants	UK Government, G7 Rapid Response Mechanism statement on Hong Kong arrest warrants	2025-08-08	day	VERIFIED_SOURCE_DATE	https://www.gov.uk/government/news/g7-rapid-response-mechanism-rrm-statement-on-hong-kong-arrest-warrants | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression-2026	tr-s9	institutional-public	https://www.mfa.gov.cn/eng/xw/fyrbt/lxjzh/202405/t20240530_11347506.html	Ministry of Foreign Affairs of the PRC, Foreign Ministry Spokesperson Wang Wenbin’s Regular Press Conference on April 18, 2023	2023-04-18	day	VERIFIED_SOURCE_DATE	https://www.mfa.gov.cn/eng/xw/fyrbt/lxjzh/202405/t20240530_11347506.html | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression	s1	human-rights-organization	https://freedomhouse.org/report/transnational-repression	Freedom House — 跨國鎮壓	2021-01-15	day	VERIFIED_SOURCE_DATE	https://freedomhouse.org/report/transnational-repression | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression	s2	human-rights-organization	https://www.hrw.org/news/2016/02/11/china/hong-kong-free-disappeared-booksellers	Human Rights Watch — 中國/香港：釋放「失蹤」書商	2016-02-10	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2016/02/11/china/hong-kong-free-disappeared-booksellers | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression	s3	human-rights-organization country-case-study	https://freedomhouse.org/report/transnational-repression/canada/2025	自由之家：加拿大應對跨國鎮壓的社群參與	2025-05-29	day	VERIFIED_SOURCE_DATE	https://freedomhouse.org/report/transnational-repression/canada/2025 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression	s4	institutional-public	https://www.elegislation.gov.hk/hk/capA406	Hong Kong e-Legislation — 中華人民共和國香港特別行政區維護國家安全法	2020-06-30	day	VERIFIED_SOURCE_DATE	https://www.elegislation.gov.hk/hk/capA406 | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression	s5	law-enforcement-public-record	https://www.justice.gov/archives/opa/pr/nine-individuals-charged-superseding-indictment-conspiring-act-illegal-agents-people-s	U.S. Department of Justice — 九人被指控串謀充當中華人民共和國非法代理人的替代起訴書	2021-07-22	day	VERIFIED_SOURCE_DATE	https://www.justice.gov/archives/opa/pr/nine-individuals-charged-superseding-indictment-conspiring-act-illegal-agents-people-s | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
transnational-repression	s6	law-enforcement-public-record	https://www.justice.gov/archives/opa/pr/two-arrested-operating-illegal-overseas-police-station-chinese-government	U.S. Department of Justice — 兩人因非法經營中國政府海外派出所被捕	2023-04-17	day	VERIFIED_SOURCE_DATE	https://www.justice.gov/archives/opa/pr/two-arrested-operating-illegal-overseas-police-station-chinese-government | publication marker, document metadata, or bibliographic record	2026-07-15	Retained after source-page and metadata consistency audit; no contradiction identified
