file	language	section	exact_visible_text	result	review_note
terms.html	es	evidence-use	Funciones de evidencia e independencia editorial Los materiales oficiales, la documentación conservada por ciudadanos o la sociedad civil, la cobertura de medios extranjeros y la documentación de derechos humanos cumplen funciones probatorias distintas. Una declaración institucional registra la conducta o posición pública de una institución; no constituye automáticamente el relato final de un hecho. En los registros de derechos humanos de interés público, el sitio utiliza hechos y fuentes rastreables para examinar críticamente el poder estatal, el control de la información, las medidas policiales, administrativas, informativas y de control social que los órganos estatales chinos aplican en nombre de «mantener la estabilidad», y la ausencia de recursos efectivos.	PASS-REWRITTEN	引用“documentación conservada por ciudadanos o la sociedad civil”與“cobertura de medios extranjeros”；原更正句混合 procedencia 與所有權，現維持各類資料的證據功能。
terms.html	de	citation	Zitierung, Wiederveröffentlichung und Übersetzung Behalten Sie den Artikeltitel, den Quellenlink, die Quellenangabe und den Kontext bei, der zum Verständnis des zitierten Materials erforderlich ist. Erfinden Sie keine Zitate und lassen Sie einschränkende Angaben zu Umfang, Bedingungen, Subjekt oder Gewissheitsgrad einer Quellenzuordnung nicht weg. Verändern Sie weder die Beweisrolle der Quelle noch machen Sie aus zugeordnetem Material eine bedingungslose Tatsache. Eine Übersetzung muss Namen, Daten, juristische und medizinische Begriffe, Quellenangaben sowie den von jeder Quelle tatsächlich belegten Sachverhalt genau bewahren und Aussagen von Familien, zivilgesellschaftliche Aufzeichnungen, Berichte ausländischer Medien, Unterlagen von Menschenrechtsorganisationen und offizielle Materialien klar unterscheiden.	PASS-REWRITTEN	引用“Umfang, Bedingungen, Subjekt oder Gewissheitsgrad”；原審閱沒有指出 Quellenzuordnung 的限制要素，現確認四項內容不得省略。
terms.html	de	safety	Keine Belästigung, Identifizierung oder Vergeltung Der Inhalt der Website darf nicht dazu verwendet werden, betroffene Personen, Familienmitglieder, Zeugen, Journalisten oder Unterstützer zu belästigen, zu bedrohen, nach Privatadressen zu suchen, Identitätsinformationen offenzulegen oder Vergeltungsmaßnahmen zu ergreifen.	PASS-REWRITTEN	引用“betroffene Personen, Familienmitglieder, Zeugen, Journalisten oder Unterstützer”；原審閱未列出 Vergeltungsmaßnahmen 的對象，現核對完整德文配價。
terms.html	de	corrections	Korrekturen und Rechteanfragen Ein Korrekturhinweis soll die betreffende Seite und die genaue Textstelle benennen sowie öffentlich zugängliche Belege für die vorgeschlagene Korrektur beifügen. Bei einer Urheberrechts- oder Genehmigungsanfrage sind das konkrete Bild, der konkrete Text oder der konkrete Archivgegenstand zu bezeichnen und die Grundlage der Anfrage zu erläutern. Die Website prüft die Herkunft des betreffenden Materials, die Grundlage des geltend gemachten Rechts und den öffentlichen Interessenbezug. Unbelegte Eigentumsansprüche werden nicht automatisch anerkannt.	PASS-REWRITTEN	引用“öffentlich zugängliche Belege”與“Herkunft des betreffenden Materials”；原“unterstützendes öffentliches Material”照搬英語，現改為可取得的證據、權利基礎及“Unbelegte Eigentumsansprüche”。
terms.html	de	evidence-use	Beweisrollen und redaktionelle Unabhängigkeit Offizielle Materialien, zivilgesellschaftliche Aufzeichnungen, Berichte ausländischer Medien und Menschenrechtsdokumentation haben unterschiedliche Beweisfunktionen. Eine institutionelle Erklärung dokumentiert das Verhalten oder die öffentliche Haltung einer Institution; sie ist nicht automatisch der abschließende Bericht über ein Ereignis. Bei Menschenrechtsdokumenten von öffentlichem Interesse untersucht die Website anhand nachvollziehbarer Fakten und Quellen kritisch Staatsmacht, Informationskontrolle, polizeiliche, administrative, informationelle und gesellschaftliche Kontrollmaßnahmen, die chinesische Staatsorgane im Namen der „Stabilitätssicherung“ einsetzen, sowie das Fehlen wirksamer Rechtsbehelfe.	PASS-REWRITTEN	引用“zivilgesellschaftliche Aufzeichnungen”與“Berichte ausländischer Medien”；原更正句使用 identifiziertes Material，現把資料來源與各證據角色清楚分開。
terms.html	fr	citation	Citation, republication et traduction Conservez le titre de l'article, le lien source, l'attribution et le contexte nécessaires pour comprendre le matériel cité. Ne fabriquez pas de citations et ne supprimez pas les limites, les conditions, le sujet ou le degré de certitude indiqués par l’attribution. Ne modifiez pas le rôle probatoire de la source et ne présentez pas un contenu attribué comme un fait inconditionnel. Toute traduction doit restituer fidèlement les noms, les dates, les termes juridiques et médicaux, l’attribution des sources ainsi que la portée factuelle réellement étayée par chacune d’elles, en distinguant les déclarations de familles, les documents recueillis par des citoyens, les reportages de médias établis à l’étranger, les documents d’organisations de défense des droits humains et les documents officiels.	PASS-REWRITTEN	引用“les limites, les conditions, le sujet ou le degré de certitude”；原審閱未展示 attribution 的具體限定，現確認其不得被刪除或強化為無條件事實。
terms.html	fr	safety	Pas de harcèlement, d'identification ou de représailles Le contenu du site ne doit pas être utilisé pour harceler, menacer, rechercher des adresses personnelles, révéler des informations d'identité ou exercer des représailles contre les personnes concernées, les membres de la famille, les témoins, les journalistes ou les sympathisants.	PASS-REWRITTEN	引用“exercer des représailles contre les personnes concernées, les membres de la famille, les témoins, les journalistes ou les sympathisants”；原審閱省略受保護群體，現核對完整受詞。
terms.html	fr	corrections	Demandes de corrections et de droits Une demande de correction doit indiquer la page concernée et le passage exact, puis joindre des documents publics étayant la correction proposée. Une demande relative au droit d’auteur ou à une autorisation doit désigner précisément l’image, le texte ou l’élément archivé concerné et expliquer son fondement. Le site examine la provenance du contenu concerné, le fondement de la demande et son intérêt public. Les revendications de propriété dépourvues de preuves ne sont pas automatiquement acceptées.	PASS-REWRITTEN	引用“des documents publics étayant la correction”與“la provenance du contenu concerné, le fondement de la demande et son intérêt public”；原“matériel public à l’appui／matériel identifié”機械，現恢復法文法律語義。
terms.html	fr	evidence-use	Rôles des preuves et indépendance éditoriale Les documents officiels, les documents recueillis par des citoyens ou la société civile, les reportages de médias établis à l’étranger et les documents relatifs aux droits humains ont des rôles probatoires distincts. Une déclaration institutionnelle consigne la conduite ou la position publique d’une institution ; elle ne constitue pas automatiquement le récit définitif d’un événement. Pour les dossiers d’intérêt public relatifs aux droits humains, le site s’appuie sur des faits et des sources traçables pour examiner de manière critique le pouvoir de l’État, le contrôle de l’information, les mesures policières, administratives, informationnelles et sociales imposées par les organes de l’État chinois au nom du « maintien de la stabilité », ainsi que l’absence de recours effectifs.	PASS-REWRITTEN	引用“documents recueillis par des citoyens”與“reportages de médias établis à l’étranger”；原更正句把 provenance 和 propriété 混成單句，現保持來源證據作用的層次。
terms.html	no	citation	Sitering, republisering og oversettelse Behold artikkeltittelen, kildelenken, attribusjonen og konteksten som trengs for å forstå det siterte materialet. Ikke dikt opp sitater eller utelat avgrensninger, vilkår, subjekt eller grad av sikkerhet i kildeangivelsen. Ikke endre kildens bevisrolle eller fremstille kildebelagt materiale som et ubetinget faktum. En oversettelse skal gjengi navn, datoer, juridiske og medisinske begreper, kildeangivelse og det faktiske omfanget hver kilde støtter, og tydelig skille mellom familieuttalelser, dokumentasjon fra sivilsamfunnet, rapportering fra utenlandske medier, menneskerettighetsdokumentasjon og offisielt materiale.	PASS-REWRITTEN	引用“avgrensninger, vilkår, subjekt eller grad av sikkerhet”；原審閱未點出 kildeangivelsen 的限定內容，現確認四項都不得被省略。
terms.html	no	safety	Ingen trakassering, identifikasjon eller gjengjeldelse Innhold på nettstedet må ikke brukes til å trakassere, true, søke etter hjemmeadresser, avsløre identitetsinformasjon eller utsette berørte personer, familiemedlemmer, vitner, journalister eller støttespillere for represalier.	PASS-REWRITTEN	引用“utsette berørte personer, familiemedlemmer, vitner, journalister eller støttespillere for represalier”；原“eller gjengjeldelse mot”缺少支配動詞，現補成完整挪威語句法。
terms.html	no	corrections	Rettelser og rettighetsforespørsler En anmodning om rettelse skal angi den aktuelle siden og det nøyaktige avsnittet, og legge ved offentlig dokumentasjon som underbygger rettelsen. En forespørsel om opphavsrett eller tillatelse skal angi det konkrete bildet, teksten eller arkivobjektet og forklare grunnlaget for forespørselen. Nettstedet vurderer hvor det aktuelle materialet kommer fra, grunnlaget for rettighetskravet og hvilken allmenn interesse materialet har. Eierskapskrav uten dokumentasjon godtas ikke automatisk.	PASS-REWRITTEN	引用“offentlig dokumentasjon som underbygger rettelsen”與“grunnlaget for rettighetskravet”；原“støttende offentlig materiale／det identifiserte materialet”直譯生硬，現改為證據、權利依據與公共利益。
terms.html	no	evidence-use	Bevisroller og redaksjonell uavhengighet Offisielt materiale, dokumentasjon bevart av borgere eller sivilsamfunnet, rapportering fra utenlandske medier og menneskerettighetsdokumentasjon har ulike bevisroller. En institusjonell uttalelse dokumenterer institusjonens handlinger eller offentlige standpunkt; den er ikke automatisk den endelige beretningen om en hendelse. For menneskerettighetsdokumentasjon av offentlig interesse bruker nettstedet sporbare fakta og kilder til å undersøke statsmakt, informasjonskontroll, politi-, forvaltnings-, informasjons- og sosialkontroll som kinesiske statsorganer innfører under påskudd av å «opprettholde stabilitet», samt fraværet av effektive rettsmidler.	PASS-REWRITTEN	引用“dokumentasjon bevart av borgere eller sivilsamfunnet”與“rapportering fra utenlandske medier”；原更正句的 opprinnelsen og konteksten 結構不自然，現保持證據角色清楚。
terms.html	nl	citation	Citaat, herpublicatie en vertaling Bewaar de titel van het artikel, de bronlink, de toeschrijving en de context die nodig is om het geciteerde materiaal te begrijpen. Verzin geen citaten en laat beperkingen, voorwaarden, het onderwerp of de mate van zekerheid in de bronvermelding niet weg. Verander de bewijsfunctie van de bron niet en presenteer toegeschreven materiaal niet als een onvoorwaardelijk feit. Een vertaling moet namen, data, juridische en medische termen, bronvermelding en de feitelijke reikwijdte die elke bron daadwerkelijk ondersteunt nauwkeurig behouden, en duidelijk onderscheid maken tussen familieverklaringen, burgerdocumentatie, berichtgeving door buitenlandse media, documentatie van mensenrechtenorganisaties en officieel materiaal.	PASS-REWRITTEN	引用“beperkingen, voorwaarden, het onderwerp of de mate van zekerheid”；原審閱未說明 bronvermelding 的限制項，現確認不得刪除或改成無條件事實。
terms.html	nl	safety	Geen intimidatie, identificatie of vergelding De inhoud van de site mag niet worden gebruikt om lastig te vallen, te bedreigen, naar huisadressen te zoeken, identiteitsgegevens openbaar te maken of represailles te nemen tegen getroffen mensen, familieleden, getuigen, journalisten of supporters.	PASS-REWRITTEN	引用“represailles te nemen tegen getroffen mensen, familieleden, getuigen, journalisten of supporters”；原審閱沒有列出完整受詞，現核對自然荷文動詞結構。
terms.html	nl	corrections	Correcties en rechtenverzoeken Een correctieverzoek moet de betreffende pagina en de exacte passage noemen en openbare stukken bijvoegen die de correctie onderbouwen. Een verzoek om auteursrecht of toestemming moet de specifieke afbeelding, tekst of het gearchiveerde item aanwijzen en de grondslag van het verzoek toelichten. De site beoordeelt de herkomst van het betreffende materiaal, de grondslag van de rechtenclaim en de context van algemeen belang. Ongefundeerde eigendomsaanspraken worden niet automatisch aanvaard.	PASS-REWRITTEN	引用“openbare stukken die de correctie onderbouwen”與“de specifieke afbeelding, tekst of het gearchiveerde item”；原“ondersteunend openbaar materiaal／niet-ondersteunde eigendomsclaims”機械且冠詞錯誤，現改為“ongefundeerde eigendomsaanspraken”。
terms.html	nl	evidence-use	Bewijsrollen en redactionele onafhankelijkheid Officieel materiaal, documentatie die door burgers of het maatschappelijk middenveld is bewaard, berichtgeving door buitenlandse media en mensenrechtendocumentatie hebben verschillende bewijsfuncties. Een verklaring van een instelling legt haar handelen of publieke standpunt vast; zij is niet automatisch het definitieve relaas van een gebeurtenis. Voor mensenrechtendocumentatie van algemeen belang gebruikt de site traceerbare feiten en bronnen om kritisch onderzoek te doen naar staatsmacht, informatiecontrole, politie-, bestuurs-, informatie- en sociale-controlemaatregelen die Chinese staatsorganen nemen onder het voorwendsel van „stabiliteit handhaven”, en het ontbreken van effectieve rechtsmiddelen.	PASS-REWRITTEN	引用“documentatie die door burgers of het maatschappelijk middenveld is bewaard”與“berichtgeving door buitenlandse media”；原更正句以 geïdentificeerde materiaal 泛稱，現分清來源與證據作用。
terms.html	it	citation	Citazione, ripubblicazione e traduzione Conserva il titolo dell'articolo, il collegamento alla fonte, l'attribuzione e il contesto necessario per comprendere il materiale citato. Non inventare citazioni né omettere limiti, condizioni, soggetto o grado di certezza indicati nell’attribuzione. Non alterare il ruolo probatorio della fonte e non presentare materiale attribuito come un fatto incondizionato. La traduzione deve conservare con precisione nomi, date, termini giuridici e medici, attribuzione delle fonti e ambito fattuale effettivamente sostenuto da ciascuna fonte, distinguendo dichiarazioni dei familiari, documentazione raccolta da cittadini, servizi o resoconti dei media esteri, documentazione delle organizzazioni per i diritti umani e materiali ufficiali.	PASS-REWRITTEN	引用“limiti, condizioni, soggetto o grado di certezza”；原審閱未具體列出 attribuzione 的限定，現確認四項不得被省略或改寫成無條件事實。
terms.html	it	safety	Nessuna molestia, identificazione o ritorsione Il contenuto del sito non deve essere utilizzato per molestare, minacciare, cercare indirizzi di casa, esporre informazioni sull'identità o compiere ritorsioni contro persone interessate, familiari, testimoni, giornalisti o sostenitori.	PASS-REWRITTEN	引用“compiere ritorsioni contro persone interessate, familiari, testimoni, giornalisti o sostenitori”；原審閱省略具體對象，現核對完整義大利文受詞。
terms.html	it	corrections	Correzioni e richieste di diritti Una richiesta di correzione deve indicare la pagina interessata e il passaggio esatto, allegando documentazione pubblica che sostenga la correzione. Una richiesta di diritto d’autore o di autorizzazione deve indicare l’immagine, il testo o lo specifico elemento archiviato e spiegare il fondamento della richiesta. Il sito esamina la provenienza del materiale interessato, il fondamento della pretesa di diritto e il contesto di interesse pubblico. Le pretese di proprietà prive di riscontri non vengono accettate automaticamente.	PASS-REWRITTEN	引用“documentazione pubblica che sostenga la correzione”與“lo specifico elemento archiviato”；原“materiale pubblico di supporto／elemento archiviato specifico”語序機械，現改用“pretese di proprietà prive di riscontri”。
terms.html	it	evidence-use	Ruoli di prova e indipendenza editoriale I materiali ufficiali, la documentazione raccolta da cittadini o dalla società civile, i servizi o resoconti dei media esteri e la documentazione sui diritti umani hanno ruoli probatori distinti. Una dichiarazione istituzionale registra la condotta o la posizione pubblica di un’istituzione; non costituisce automaticamente il resoconto definitivo di un evento. Per la documentazione sui diritti umani di interesse pubblico, il sito usa fatti e fonti tracciabili per esaminare criticamente il potere statale, il controllo delle informazioni, le misure di polizia e di controllo amministrativo, informativo e sociale che gli organi statali cinesi adottano in nome del «mantenimento della stabilità», e l’assenza di rimedi effettivi.	PASS-REWRITTEN	引用“documentazione raccolta da cittadini”與“media esteri”；原更正句以 materiale identificato 混同來源與權利，現保持民間、媒體和官方材料的證據角色分層。
